page_id,page_name,total_ads,unique_ads,percent_unique,avg_words,avg_spend,per_ad_avg_spend,total_avg_impressions,per_ad_avg_impression,avg_ad_min_audience,avg_ad_runtime,avg_female_13_17,avg_female_18_24,avg_female_25_34,avg_female_35_44,avg_female_45_54,avg_female_55_64,avg_female_65_plus,avg_male_13_17,avg_male_18_24,avg_male_25_34,avg_male_35_44,avg_male_45_54,avg_male_55_64,avg_male_65_plus,avg_13_17,avg_18_24,avg_25_34,avg_35_44,avg_45_54,avg_55_64,avg_65_plus,avg_female,avg_male,avg_pha,avg_stc,avg_jhc,avg_plk,avg_kvk,avg_ulk,avg_lbk,avg_hkk,avg_pak,avg_vys,avg_jhm,avg_olk,avg_msk,avg_zlk
1439143123070953,Svoboda a přímá demokracie  Liberecký kraj - SPD,60,54,0.9,68,70620,1177,1222470,20374,186834,23.5,0,0.006,0.018,0.039,0.092,0.13,0.145,0,0.015,0.056,0.106,0.159,0.129,0.1,0,0.022,0.074,0.145,0.252,0.259,0.245,0.431,0.566,0.009,0.034,0.005,0.006,0.004,0.031,0.842,0.026,0.005,0.004,0.01,0.006,0.013,0.005
1450791891867372,Podpora občanů,25,25,1,64,22538,902,156488,6260,46481,4.2,0,0.042,0.109,0.14,0.116,0.063,0.055,0,0.052,0.123,0.124,0.092,0.044,0.034,0,0.094,0.232,0.264,0.208,0.107,0.089,0.526,0.468,0.003,0.965,0.002,0.002,0.001,0.005,0.002,0.003,0.002,0.002,0.004,0.002,0.003,0.002
1455431764712359,Petr Vokřál,5,4,0.8,39,30048,6010,517998,103600,180001,6,0,0.165,0.152,0.089,0.065,0.031,0.022,0,0.102,0.165,0.109,0.056,0.023,0.016,0,0.267,0.317,0.197,0.121,0.054,0.039,0.524,0.471,0,0,0,0,0,0,0,0,0,0.01,0.985,0.003,0,0.001
1458056954448171,"ANO, tohle je Holešov",184,59,0.321,18,96808,526,930408,5057,12855,10.5,0,0.154,0.138,0.107,0.082,0.038,0.025,0,0.126,0.142,0.092,0.053,0.022,0.017,0,0.28,0.279,0.199,0.135,0.06,0.042,0.544,0.451,0.001,0.001,0,0,0,0.001,0,0,0,0,0.001,0.006,0.001,0.986
1458827397686128,Koalice Vlasta,60,60,1,113,91870,1531,1039970,17333,42168,3.9,0,0.093,0.152,0.122,0.078,0.044,0.042,0,0.08,0.151,0.112,0.065,0.029,0.023,0,0.173,0.303,0.233,0.143,0.073,0.066,0.532,0.459,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1461492400563385,"Jan Lacina, radní Prahy 6 a poslanec STAN",19,19,1,78,25440,1339,427490,22499,50001,5.8,0,0.138,0.166,0.098,0.057,0.023,0.016,0,0.111,0.188,0.108,0.053,0.019,0.015,0,0.248,0.355,0.206,0.11,0.042,0.031,0.499,0.493,0.999,0.001,0,0,0,0,0,0,0,0,0,0,0,0
146933479338120,Piráti Beroun,24,12,0.5,100,33488,1395,225988,9416,11668,7,0,0.043,0.13,0.177,0.079,0.012,0.008,0,0.067,0.193,0.198,0.074,0.008,0.004,0,0.11,0.323,0.375,0.153,0.02,0.012,0.45,0.544,0.023,0.975,0,0,0,0,0,0,0,0,0,0,0,0
1469427909957890,Reportér magazín,145,43,0.297,45,235728,1626,4645428,32037,510442,18,0,0.009,0.087,0.113,0.092,0.065,0.096,0,0.021,0.131,0.141,0.11,0.06,0.063,0,0.03,0.218,0.254,0.202,0.125,0.16,0.464,0.525,0.308,0.099,0.046,0.042,0.018,0.053,0.035,0.042,0.037,0.033,0.125,0.044,0.077,0.042
1477535869227488,Vít Rakušan,13,11,0.846,128,62494,4807,500494,38500,102408,2,0,0.079,0.104,0.103,0.089,0.011,0.006,0,0.131,0.209,0.154,0.092,0.01,0.004,0,0.21,0.313,0.258,0.181,0.021,0.011,0.393,0.601,0.242,0.136,0.045,0.038,0.02,0.13,0.034,0.045,0.038,0.038,0.104,0.036,0.057,0.035
148133185218401,Kuřimská občanská liga - KOL,7,5,0.714,53,15746,2249,91496,13071,4430,2.7,0,0.068,0.127,0.149,0.138,0.058,0.038,0,0.062,0.109,0.114,0.082,0.031,0.02,0,0.13,0.236,0.262,0.22,0.089,0.058,0.578,0.418,0,0,0,0,0,0,0,0,0,0,0.995,0.001,0.001,0.001
149572741735446,PRO Šlapanice,32,26,0.812,81,21984,687,114984,3593,1013,2.5,0,0.059,0.115,0.142,0.122,0.058,0.046,0,0.062,0.13,0.117,0.081,0.035,0.027,0,0.121,0.245,0.258,0.204,0.093,0.073,0.541,0.453,0.004,0.001,0,0,0,0.001,0,0,0,0.001,0.989,0.001,0,0.001
149945438407451,Svoboda zvířat,74,51,0.689,76,427213,5773,4794963,64797,465139,4.6,0,0.322,0.26,0.109,0.089,0.067,0.048,0,0.04,0.035,0.012,0.007,0.004,0.004,0,0.362,0.295,0.122,0.096,0.071,0.052,0.895,0.101,0.205,0.104,0.054,0.065,0.028,0.081,0.038,0.045,0.041,0.033,0.11,0.053,0.096,0.042
1509319325948797,Mladí a Neklidní Břeclav,14,13,0.929,92,17693,1264,162493,11607,8651,7.6,0,0.038,0.137,0.162,0.121,0.066,0.058,0,0.042,0.118,0.124,0.078,0.027,0.024,0,0.08,0.255,0.286,0.199,0.092,0.082,0.582,0.413,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0
1529542723928361,STAN Praha 5,193,42,0.218,100,74304,385,346404,1795,6573,2.2,0,0.036,0.11,0.091,0.071,0.076,0.097,0,0.056,0.16,0.103,0.081,0.056,0.058,0,0.092,0.27,0.193,0.152,0.131,0.155,0.479,0.514,1,0,0,0,0,0,0,0,0,0,0,0,0,0
153384318085064,EUROPEUM Institute for European Policy,20,19,0.95,118,43590,2180,517490,25874,276501,8.9,0,0.182,0.216,0.059,0.024,0.01,0.013,0,0.149,0.204,0.076,0.03,0.012,0.015,0,0.331,0.42,0.135,0.054,0.022,0.028,0.504,0.487,0.527,0.061,0.03,0.031,0.011,0.032,0.019,0.025,0.022,0.017,0.12,0.032,0.047,0.023
153535188480725,Piráti České Budějovice,70,48,0.686,163,62665,895,558965,7985,31291,7.1,0,0.087,0.106,0.087,0.061,0.041,0.042,0,0.116,0.192,0.124,0.073,0.032,0.033,0,0.203,0.297,0.211,0.134,0.073,0.075,0.423,0.57,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0
154228456802,Divadlo v Řeznické,26,9,0.346,17,54987,2115,1047487,40288,980770,15.1,0,0.167,0.366,0.061,0.042,0.034,0.051,0,0.071,0.119,0.023,0.02,0.014,0.021,0,0.238,0.486,0.085,0.062,0.048,0.072,0.722,0.27,0.591,0.221,0.016,0.016,0.007,0.028,0.011,0.013,0.012,0.009,0.031,0.012,0.023,0.011
1549869785240360,Zdraví Sport Prosperita Teplice,21,17,0.81,30,18440,878,148490,7071,43811,0.8,0,0.043,0.079,0.095,0.121,0.091,0.101,0,0.049,0.108,0.091,0.103,0.061,0.054,0,0.093,0.187,0.186,0.224,0.152,0.155,0.531,0.467,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1553006821473152,Jakub Malačka - ze života zastupitele,38,38,1,195,26131,688,551481,14513,10001,7.2,0.003,0.115,0.132,0.112,0.087,0.045,0.03,0.002,0.091,0.147,0.112,0.071,0.026,0.02,0.006,0.206,0.279,0.224,0.159,0.071,0.05,0.526,0.47,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1570680696523246,Institut pro politiku a společnost,58,49,0.845,90,26271,453,322971,5568,128208,7.7,0,0.014,0.058,0.075,0.083,0.062,0.082,0,0.035,0.135,0.162,0.137,0.078,0.073,0,0.05,0.193,0.236,0.22,0.14,0.154,0.373,0.62,0.129,0.041,0.062,0.061,0.007,0.09,0.096,0.097,0.06,0.061,0.13,0.08,0.076,0.01
157340754277875,ODS Hlučín,19,18,0.947,123,19440,1023,247490,13026,9738,11.5,0,0.111,0.117,0.117,0.097,0.05,0.047,0,0.092,0.136,0.105,0.067,0.03,0.024,0,0.204,0.253,0.222,0.164,0.08,0.071,0.54,0.454,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157601240707,ODS Liberec,47,39,0.83,56,97626,2077,1307976,27829,51065,5.3,0,0.106,0.128,0.112,0.089,0.051,0.049,0,0.079,0.125,0.105,0.081,0.037,0.032,0,0.185,0.254,0.217,0.17,0.088,0.081,0.535,0.459,0,0,0,0,0,0,1,0,0,0,0,0,0,0
157675528222654,"Martin Valovič, místostarosta Prahy 10",6,5,0.833,193,26997,4500,176497,29416,16668,3.5,0,0.024,0.102,0.152,0.135,0.097,0.09,0,0.014,0.088,0.117,0.086,0.049,0.042,0,0.038,0.19,0.269,0.221,0.146,0.131,0.599,0.395,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0
157741540937883,CARE Česká republika,16,7,0.438,28,141642,8853,1553492,97093,752501,17.2,0,0.132,0.082,0.037,0.051,0.14,0.294,0,0.049,0.035,0.021,0.029,0.049,0.076,0,0.181,0.117,0.058,0.08,0.189,0.37,0.735,0.26,0.139,0.103,0.054,0.055,0.032,0.093,0.043,0.054,0.049,0.042,0.11,0.058,0.116,0.051
158739964797781,Krásné Letňany,27,24,0.889,32,47886,1774,248486,9203,11901,16.2,0,0.068,0.141,0.136,0.081,0.069,0.058,0,0.058,0.125,0.112,0.072,0.041,0.033,0,0.126,0.266,0.248,0.152,0.11,0.091,0.553,0.441,0.998,0,0,0,0,0,0,0,0,0,0,0,0,0
1594515857506891,Desítková ODS,13,12,0.923,123,23294,1792,102494,7884,164616,4.8,0,0.023,0.056,0.094,0.105,0.089,0.107,0,0.047,0.107,0.121,0.103,0.068,0.074,0,0.07,0.162,0.215,0.208,0.157,0.182,0.474,0.52,0.887,0.022,0.006,0.01,0.003,0.02,0.008,0.005,0.006,0.004,0.007,0.005,0.012,0.004
159731441359190,hnutí spOLečně,167,94,0.563,117,225566,1351,3323416,19901,50001,19.8,0,0.069,0.113,0.098,0.08,0.059,0.068,0,0.066,0.152,0.119,0.082,0.042,0.046,0,0.135,0.265,0.217,0.162,0.101,0.114,0.487,0.507,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1597704590494074,ČSSD České Budějovice,19,13,0.684,36,18840,992,384990,20263,36111,6.8,0,0.12,0.141,0.107,0.069,0.043,0.03,0,0.091,0.153,0.114,0.066,0.035,0.025,0,0.211,0.294,0.221,0.135,0.078,0.055,0.51,0.484,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1600005766955141,Svoboda a přímá demokracie Ústecký kraj - SPD,16,14,0.875,114,37742,2359,258992,16187,93751,5.6,0,0.023,0.053,0.072,0.09,0.085,0.087,0,0.052,0.125,0.136,0.132,0.078,0.063,0,0.075,0.179,0.207,0.222,0.163,0.15,0.41,0.586,0,0,0,0,0,0.997,0.002,0,0,0,0,0,0,0
160225901192351,Jiří Dušek - senátor,85,41,0.482,59,57508,677,673958,7929,113037,5.9,0,0.096,0.111,0.048,0.057,0.062,0.091,0,0.104,0.125,0.105,0.075,0.053,0.068,0,0.2,0.236,0.154,0.132,0.115,0.159,0.465,0.531,0,0,0,0,0,0,0,0,0,0.009,0.988,0.002,0,0
1615668685326149,ODS Brandýs nad Labem - Stará Boleslav,14,13,0.929,53,28393,2028,205993,14714,76072,7.2,0,0.01,0.092,0.151,0.135,0.068,0.072,0,0.01,0.115,0.137,0.108,0.051,0.047,0,0.02,0.207,0.288,0.242,0.119,0.12,0.529,0.468,0.003,0.936,0.004,0.004,0.002,0.007,0.004,0.005,0.005,0.004,0.008,0.005,0.008,0.004
161740163840349,Praha 4 sobě - sousedé a nezávislí,19,7,0.368,152,15840,834,72490,3815,56322,2.2,0,0.06,0.091,0.107,0.094,0.075,0.096,0,0.065,0.107,0.117,0.081,0.05,0.048,0,0.125,0.198,0.224,0.175,0.125,0.144,0.523,0.467,0.988,0.002,0.001,0.001,0,0.001,0.001,0.001,0,0,0.001,0.001,0.001,0
1640434722887374,Martin Balej,25,19,0.76,55,102938,4118,902988,36120,38817,5.4,0,0.059,0.112,0.093,0.092,0.064,0.066,0,0.063,0.149,0.118,0.099,0.045,0.036,0,0.122,0.262,0.21,0.191,0.109,0.101,0.486,0.51,0.009,0.006,0,0.001,0.002,0.977,0.002,0,0.001,0,0.001,0,0,0.001
1649724681776439,ProMOST,35,35,1,30,47932,1369,476482,13614,122858,8.2,0,0.046,0.086,0.087,0.086,0.085,0.088,0,0.055,0.13,0.12,0.097,0.061,0.053,0,0.101,0.216,0.207,0.184,0.147,0.142,0.479,0.518,0.002,0.002,0.002,0.002,0.001,0.974,0.002,0.002,0.002,0.001,0.003,0.001,0.003,0.001
166738586813797,Břetislav Štefan,13,13,1,49,29944,2303,139494,10730,9232,6.2,0,0.083,0.141,0.129,0.081,0.053,0.043,0.001,0.081,0.144,0.119,0.063,0.029,0.027,0.001,0.163,0.285,0.248,0.144,0.083,0.07,0.53,0.464,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0
1674362659292756,Piráti Praha 3,137,62,0.453,76,35582,260,347432,2536,12091,7.8,0,0.12,0.22,0.102,0.044,0.018,0.016,0,0.092,0.204,0.106,0.041,0.015,0.012,0,0.212,0.424,0.209,0.085,0.033,0.028,0.52,0.472,0.986,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.002,0.001
1674584452793448,"Osmička žije - Město, které žije s vámi.",26,13,0.5,101,48337,1859,232487,8942,53078,4.5,0,0.141,0.227,0.124,0.062,0.024,0.031,0,0.067,0.143,0.091,0.047,0.017,0.015,0,0.208,0.369,0.216,0.109,0.041,0.046,0.608,0.381,0.99,0.004,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001
1675252432766963,David Pokorný - lídr Fakt Brno,72,66,0.917,37,47264,656,846464,11756,86340,4.6,0,0.158,0.206,0.065,0.006,0.001,0.001,0,0.149,0.291,0.103,0.009,0.002,0.002,0,0.307,0.497,0.168,0.015,0.003,0.004,0.437,0.556,0.001,0.001,0.001,0.001,0,0.001,0,0.001,0.001,0.001,0.99,0.001,0.002,0.001
169065407139584,Tilt,28,3,0.107,21,50936,1819,634486,22660,378580,10.1,0,0.068,0.137,0.13,0.161,0.016,0,0,0.06,0.137,0.135,0.138,0.011,0,0,0.128,0.274,0.265,0.299,0.027,0,0.512,0.48,0.167,0.09,0.05,0.052,0.023,0.074,0.042,0.049,0.045,0.043,0.137,0.062,0.113,0.05
169731336562473,ODS Frýdek-Místek,20,18,0.9,79,16290,814,133990,6700,135001,4.7,0,0.111,0.075,0.051,0.061,0.073,0.086,0,0.082,0.129,0.112,0.089,0.066,0.061,0,0.193,0.204,0.163,0.15,0.139,0.147,0.456,0.538,0,0,0,0,0,0,0,0,0,0,0,0.002,0.991,0.007
1708126532760089,"Renata Chmelová, zastupitelka Prahy 10",68,56,0.824,103,85616,1259,1011966,14882,55297,3.4,0,0.146,0.172,0.113,0.064,0.035,0.032,0,0.094,0.148,0.095,0.053,0.022,0.018,0,0.24,0.319,0.209,0.116,0.057,0.05,0.562,0.43,0.998,0.001,0,0,0,0,0,0,0,0,0,0,0,0
171936526824,EKONOM.cz,114,111,0.974,63,65843,578,730943,6412,736413,2.6,0,0.083,0.057,0.04,0.042,0.01,0.007,0,0.22,0.22,0.158,0.125,0.016,0.004,0,0.303,0.277,0.198,0.167,0.026,0.011,0.24,0.744,0.266,0.1,0.045,0.05,0.019,0.058,0.045,0.044,0.039,0.034,0.121,0.043,0.092,0.041
1737035843238717,Seznam Zprávy,9,8,0.889,38,24654,2739,348496,38722,423334,7.2,0,0.02,0.069,0.07,0.086,0.077,0.055,0,0.08,0.182,0.15,0.124,0.063,0.016,0,0.1,0.251,0.219,0.21,0.14,0.071,0.378,0.615,0.351,0.123,0.035,0.033,0.016,0.047,0.026,0.033,0.03,0.027,0.136,0.038,0.068,0.035
175278506715466,PRAHA 9 SOBĚ,52,13,0.25,140,37874,728,237974,4576,14934,3.5,0,0.047,0.113,0.129,0.098,0.062,0.067,0,0.056,0.135,0.122,0.082,0.042,0.037,0,0.103,0.248,0.252,0.18,0.105,0.104,0.517,0.474,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175655605777948,Miloš Vystrčil,39,38,0.974,56,28130,721,228480,5858,81283,5.3,0,0.044,0.068,0.087,0.099,0.076,0.021,0,0.079,0.16,0.158,0.123,0.062,0.018,0,0.123,0.227,0.245,0.222,0.138,0.038,0.395,0.6,0.002,0.007,0.103,0.001,0.001,0.002,0.001,0.001,0.008,0.858,0.008,0.002,0.003,0.001
1757913860945739,ORLEN Unipetrol,45,26,0.578,46,74278,1651,1269478,28211,264445,6.7,0,0.034,0.177,0.081,0.055,0.016,0.001,0.001,0.061,0.286,0.157,0.102,0.022,0.001,0.001,0.095,0.463,0.238,0.157,0.038,0.002,0.364,0.629,0.234,0.1,0.05,0.049,0.023,0.098,0.035,0.043,0.04,0.035,0.117,0.045,0.088,0.043
1758963624352554,Jitka Volfová,9,9,1,344,19246,2138,175496,19500,10001,4.7,0,0.056,0.102,0.124,0.12,0.08,0.058,0,0.049,0.114,0.121,0.093,0.045,0.035,0,0.105,0.216,0.245,0.213,0.125,0.092,0.539,0.457,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1762819173742389,Piráti Zlín,20,16,0.8,120,94390,4720,389990,19500,17506,2,0,0.072,0.105,0.094,0.073,0.041,0.039,0,0.101,0.188,0.144,0.082,0.032,0.023,0,0.173,0.293,0.239,0.155,0.073,0.062,0.425,0.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999
1780099722095158,Filip Chvátal,20,16,0.8,127,18290,914,211490,10574,87006,4.9,0,0.028,0.122,0.128,0.072,0.044,0.028,0,0.04,0.208,0.183,0.079,0.036,0.025,0,0.068,0.329,0.311,0.151,0.08,0.053,0.421,0.571,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179497582061065,Tomio Okamura - SPD,1120,1032,0.921,324,643440,574,11320440,10108,949457,1.5,0,0.005,0.015,0.032,0.064,0.11,0.12,0,0.023,0.085,0.155,0.165,0.126,0.096,0,0.028,0.1,0.188,0.23,0.236,0.216,0.347,0.651,0.089,0.093,0.053,0.057,0.037,0.109,0.05,0.053,0.048,0.043,0.113,0.068,0.134,0.053
1803608073027117,Společně Ústí nad Labem,29,24,0.828,143,63136,2177,431486,14879,20832,3.4,0,0.061,0.094,0.103,0.109,0.076,0.089,0,0.057,0.111,0.111,0.094,0.048,0.042,0,0.118,0.205,0.214,0.203,0.124,0.131,0.532,0.462,0.006,0.002,0,0,0,0.987,0.001,0.001,0,0,0,0,0,0
1812098778828241,Ostravak,55,40,0.727,42,51522,937,930972,16927,150837,6.4,0,0.072,0.121,0.133,0.107,0.09,0.085,0,0.05,0.093,0.092,0.075,0.043,0.035,0,0.123,0.214,0.224,0.182,0.133,0.12,0.608,0.389,0,0,0,0,0,0,0,0,0,0,0,0.002,0.99,0.002
1823236497984996,"Jiří Ptáček, starosta Prahy 3",23,14,0.609,137,33038,1436,321488,13978,11349,5.7,0,0.055,0.137,0.122,0.068,0.038,0.037,0,0.07,0.196,0.147,0.068,0.026,0.026,0,0.125,0.333,0.269,0.136,0.064,0.063,0.456,0.534,0.937,0.021,0.005,0.003,0.002,0.006,0.003,0.003,0.002,0.003,0.004,0.002,0.003,0.001
183371885688279,Helena Řežábová,29,28,0.966,152,25936,894,236486,8155,30001,2.7,0,0.028,0.075,0.107,0.087,0.103,0.082,0,0.048,0.137,0.129,0.091,0.062,0.047,0,0.076,0.213,0.235,0.178,0.165,0.129,0.482,0.514,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0
183947234987295,Ministerstvo vnitra,106,37,0.349,34,281197,2653,3925947,37037,188629,40.5,0,0.061,0.096,0.094,0.073,0.044,0.032,0,0.064,0.17,0.17,0.104,0.055,0.032,0,0.125,0.266,0.264,0.177,0.099,0.063,0.401,0.594,0.286,0.106,0.048,0.06,0.03,0.08,0.045,0.036,0.045,0.041,0.095,0.032,0.059,0.029
186041078135013,Ing. Miloš Vele,25,19,0.76,71,16738,670,129488,5180,10001,4.2,0,0.056,0.106,0.116,0.119,0.084,0,0,0.064,0.158,0.133,0.104,0.054,0,0,0.119,0.264,0.249,0.223,0.139,0,0.482,0.513,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186418751416638,ODS - oblastní sdružení Hradec Králové,25,23,0.92,109,18338,734,111488,4460,88001,3,0,0.033,0.076,0.099,0.115,0.019,0.016,0,0.076,0.197,0.184,0.144,0.02,0.015,0,0.109,0.273,0.283,0.259,0.039,0.031,0.359,0.637,0.002,0.004,0.002,0.002,0.002,0.005,0.002,0.955,0.009,0.002,0.004,0.002,0.006,0.002
1867697280133161,Pirátská strana - Havlíčkův Brod,8,8,1,146,25146,3143,157496,19687,8876,9.8,0,0.117,0.134,0.116,0.087,0.038,0.018,0,0.116,0.154,0.112,0.065,0.028,0.01,0,0.232,0.288,0.228,0.152,0.066,0.028,0.51,0.484,0,0,0,0,0,0,0,0,0,0.994,0.001,0.001,0.001,0.001
1876103979117187,Společně pro Budějovice - Lidovci a TOP09,27,19,0.704,76,35386,1311,244486,9055,12964,7.3,0,0.023,0.045,0.063,0.095,0.092,0.108,0,0.051,0.124,0.12,0.114,0.08,0.079,0,0.074,0.169,0.183,0.209,0.173,0.187,0.426,0.568,0,0,1,0,0,0,0,0,0,0,0,0,0,0
189520154425807,Ministerstvo životního prostředí,32,31,0.969,56,36684,1146,701984,21937,313220,7.4,0,0.017,0.089,0.123,0.082,0.074,0.098,0,0.023,0.115,0.162,0.097,0.057,0.057,0,0.04,0.205,0.285,0.179,0.132,0.154,0.482,0.512,0.184,0.156,0.035,0.032,0.023,0.163,0.065,0.035,0.039,0.031,0.106,0.036,0.062,0.033
1934837773438430,Pavel Fischer,43,24,0.558,22,108528,2524,1694478,39406,695117,4.7,0,0.076,0.095,0.056,0.048,0.055,0.105,0,0.099,0.165,0.1,0.071,0.056,0.068,0,0.175,0.26,0.156,0.119,0.111,0.173,0.435,0.56,0.207,0.095,0.048,0.042,0.019,0.056,0.037,0.061,0.04,0.062,0.133,0.07,0.082,0.047
1953958664821128,Piráti Hradec Králové,292,143,0.49,64,148854,510,686854,2352,8923,2.1,0,0.11,0.153,0.106,0.053,0.032,0.036,0,0.124,0.161,0.103,0.06,0.025,0.026,0,0.233,0.314,0.209,0.113,0.058,0.063,0.491,0.5,0,0.003,0,0,0,0,0.001,0.984,0.011,0,0,0,0,0
1956144064659620,BlueTV,18,16,0.889,47,72891,4050,1010991,56166,900001,3.4,0,0.003,0.021,0.067,0.144,0.112,0,0,0.013,0.08,0.192,0.247,0.12,0,0,0.016,0.1,0.259,0.391,0.232,0,0.347,0.651,0.198,0.086,0.051,0.053,0.03,0.086,0.042,0.047,0.045,0.042,0.102,0.055,0.112,0.05
1965234540369455,Tomáš Jirsa,53,33,0.623,32,54824,1034,767474,14481,61986,7.2,0,0.046,0.07,0.123,0.12,0.094,0.089,0,0.046,0.098,0.123,0.092,0.05,0.046,0,0.092,0.168,0.246,0.212,0.143,0.135,0.542,0.454,0.004,0.001,0.987,0.002,0.001,0,0,0,0,0.001,0.001,0,0.001,0.001
197010357446014,Ondřej Prokop,258,146,0.566,362,419071,1624,2931371,11362,39203,3.8,0,0.007,0.016,0.072,0.113,0.13,0.218,0,0.014,0.036,0.09,0.114,0.083,0.104,0,0.021,0.051,0.161,0.227,0.213,0.322,0.554,0.441,0.707,0.075,0.014,0.015,0.012,0.034,0.014,0.016,0.014,0.012,0.028,0.016,0.03,0.012
198431717471046,Společně pro Prahu 8 - TOP 09 a STAN,29,24,0.828,129,75436,2601,468486,16155,24380,8.2,0,0.045,0.136,0.133,0.111,0.031,0.001,0,0.053,0.19,0.161,0.106,0.025,0.001,0,0.097,0.326,0.294,0.218,0.056,0.002,0.457,0.536,0.998,0,0,0,0,0,0,0,0,0,0,0,0.001,0
198772920148707,ODS Uherský Brod,20,20,1,65,19990,1000,127990,6400,4651,3.4,0,0.063,0.105,0.113,0.108,0.068,0.055,0,0.082,0.135,0.115,0.08,0.037,0.034,0,0.145,0.24,0.229,0.188,0.105,0.089,0.513,0.483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999
1990106357945812,Piráti Příbram,27,19,0.704,86,42236,1564,330486,12240,7816,6.3,0,0.164,0.179,0.113,0.038,0.014,0.011,0,0.134,0.188,0.102,0.035,0.009,0.007,0,0.298,0.367,0.216,0.073,0.024,0.017,0.519,0.476,0,0.998,0,0.001,0,0,0,0,0,0,0,0,0,0
1993685137318931,ODS Jesenice,12,11,0.917,69,13594,1133,46994,3916,1001,3.9,0,0.118,0.136,0.148,0.106,0.032,0.024,0,0.101,0.1,0.105,0.079,0.025,0.016,0,0.219,0.236,0.253,0.185,0.057,0.04,0.565,0.426,0.004,0.962,0.002,0,0,0.001,0,0,0.001,0.001,0.007,0.004,0.007,0.003
199712473541525,Drago Sukalovský,10,7,0.7,42,60245,6024,485995,48600,17501,7.2,0,0.098,0.122,0.119,0.082,0.033,0.02,0,0.088,0.164,0.143,0.088,0.024,0.014,0,0.186,0.286,0.261,0.17,0.057,0.034,0.474,0.521,0,0,0.001,0,0,0,0,0,0,0,0.996,0,0,0
2016193845077300,Renáta Zajíčková - poslankyně,26,26,1,260,32537,1251,365987,14076,615386,3.8,0.013,0.03,0.078,0.101,0.08,0.053,0.022,0.014,0.071,0.188,0.16,0.112,0.054,0.017,0.027,0.101,0.267,0.261,0.192,0.107,0.039,0.377,0.616,0.804,0.046,0.011,0.011,0.007,0.023,0.009,0.011,0.011,0.01,0.02,0.01,0.018,0.009
202143107264802,ODS Hostivice,11,8,0.727,24,13344,1213,40494,3681,26365,6.6,0,0.042,0.115,0.15,0.109,0.061,0.05,0,0.051,0.116,0.131,0.092,0.048,0.03,0,0.093,0.231,0.281,0.2,0.109,0.079,0.526,0.467,0.219,0.773,0,0,0,0,0,0,0,0,0.001,0.001,0.001,0.001
203656526961481,Klub Pátečníků - patecnici.cz,112,46,0.411,178,153694,1372,2316444,20683,586608,19.5,0,0.075,0.07,0.057,0.07,0.072,0.116,0,0.098,0.105,0.078,0.087,0.076,0.086,0,0.173,0.175,0.135,0.157,0.149,0.202,0.46,0.53,0.208,0.102,0.055,0.052,0.028,0.075,0.039,0.048,0.043,0.037,0.115,0.052,0.095,0.045
2040099032895460,Vrchlabí do toho,22,22,1,53,30789,1400,167989,7636,5001,1.7,0,0.081,0.126,0.132,0.1,0.054,0.041,0,0.071,0.125,0.118,0.083,0.035,0.029,0,0.152,0.251,0.25,0.183,0.089,0.07,0.535,0.461,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0
205472656316937,Třebíč Občanům,37,30,0.811,127,30132,814,310482,8391,14866,3.7,0,0.052,0.098,0.122,0.119,0.085,0.064,0,0.058,0.119,0.106,0.088,0.047,0.038,0,0.11,0.217,0.228,0.207,0.132,0.103,0.54,0.457,0,0,0,0,0,0,0,0,0,0.999,0.001,0,0,0
2055511098061705,Spolek Jinonice,4,2,0.5,176,18498,4624,127498,31874,100001,4,0,0.084,0.124,0.08,0.05,0.036,0.041,0,0.112,0.219,0.116,0.063,0.03,0.036,0,0.196,0.344,0.196,0.113,0.066,0.077,0.415,0.576,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0
206045673805,Deník.cz,29,26,0.897,24,124936,4308,2280986,78655,913794,12.2,0,0.039,0.083,0.058,0.079,0.106,0.152,0,0.035,0.08,0.09,0.099,0.083,0.091,0,0.074,0.163,0.147,0.178,0.189,0.243,0.516,0.478,0.195,0.089,0.055,0.051,0.028,0.082,0.038,0.051,0.047,0.046,0.101,0.055,0.105,0.053
