id,ad_creation_time,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,ad_delivery_start_time,ad_snapshot_url,bylines,currency,languages,page_id,page_name,publisher_platforms,estimated_audience_size_lower,estimated_audience_size_upper,impressions_lower,impressions_upper,spend_lower,spend_upper,ad_delivery_stop_time,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Ústí nad Labem Region,Vysočina Region,Zlín Region
629034332053018,2022-10-14,"ZASTROPOVÁNÍ CEN ENERGIÍ NESTAČÍ.
Ceny energií dramaticky rostou. Nejistota a strach jsou všudypřítomné. Zastropování cen energií je jen hašení požáru děravým vědrem. Řešme problém a nebudeme muset řešit jeho důsledky. Je třeba energicky jednat o změnách obchodování s povolenkami, přestat překupovat drahou energii přes Lipskou burzu a hájit v rámci předsednictví EU zájmy českého průmyslu. Ten byl zatím prakticky odepsán.","","","",2022-10-14,https://www.facebook.com/ads/archive/render_ad/?id=629034332053018&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,500001,1000000,0,999,0,99,2022-10-18,,0.04,0.02,0.043,0.066,0.098,0.078,,0.078,0.187,0.112,0.089,0.098,0.086,,,,0.006,,,,0.101,0.057,0.029,0.057,0.118,0.052,0.057,0.043,0.135,0.049,0.083,0.149,0.032,0.037
513016570677024,2022-10-14,"ZRUŠME DOPLATKY NA LÉKY PRO SENIORY
Aktuální navyšování životních nákladů dopadá citelně na naše seniory, kteří se neobejdou bez svých léků. Velkou úlevou může být, že by lidé od 65 let nemuseli platit doplatky na léky.","","","",2022-10-14,https://www.facebook.com/ads/archive/render_ad/?id=513016570677024&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,500001,1000000,4000,4999,200,299,2022-10-18,,0.023,0.043,0.058,0.095,0.155,0.13,,0.061,0.115,0.107,0.09,0.059,0.059,,0,0.001,0.001,0.001,0,0.001,0.099,0.061,0.039,0.047,0.111,0.056,0.059,0.053,0.105,0.055,0.096,0.124,0.047,0.047
559088152642574,2022-10-14,"PEČUJME LÉPE O SENIORY
Lidé, kteří se starají o své blízké, většinou o seniory, tak činí velmi často na úkor vlastních příjmů. Aby mohli jejich blízcí zůstat co nejdéle doma, v místě kde jsou zvyklí, je potřeba zajistit spolehlivé fungování veřejných zdravotních a sociálních pomocníků. Neméně podstatné je pracovat s faktem, že jako populace stárneme a je třeba promyšleně investovat do výstavby moderních domovů seniorů.","","","",2022-10-14,https://www.facebook.com/ads/archive/render_ad/?id=559088152642574&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,500001,1000000,0,999,0,99,2022-10-18,,0.033,0.047,0.042,0.051,0.088,0.065,,0.099,0.211,0.145,0.085,0.061,0.067,,,0.004,0.001,0.003,,,0.084,0.052,0.024,0.044,0.09,0.039,0.065,0.039,0.193,0.058,0.114,0.088,0.049,0.06
517327166465548,2022-10-14,"DEJME UČITELŮM BYTY
Nechceme-li být pouze druhořadými dodavateli pro jiné, musíme mít schopnost věci vymýšlet a vyvíjet. Kvalitní školství potřebuje vynikající učitele již od základních škol. Abychom je motivovali, musíme je lépe zabezpečit. Vytvořme jim proto dobré platové podmínky, poskytněme jim lepší zázemí a byty po celé naší vlasti.","","","",2022-10-14,https://www.facebook.com/ads/archive/render_ad/?id=517327166465548&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,500001,1000000,1000,1999,0,99,2022-10-18,,0.02,0.027,0.04,0.063,0.112,0.118,,0.08,0.142,0.121,0.108,0.093,0.071,,0.001,0.003,0.001,,,0.001,0.09,0.061,0.04,0.051,0.118,0.057,0.055,0.05,0.102,0.057,0.111,0.132,0.037,0.038
790875865524222,2022-10-14,"VYTVOŘME JASNÝ PLÁN DOPRAVNÍ INFRASTRUKTURY
Je ostuda jak v zemi, s takovou průmyslovou tradicí jakou máme my, vypadají silnice i železnice. Prezident může donutit politiky jednat. Zvolme dopravní priority a ty prosaďme. Potřebujeme krizový plán infrastruktury a jasný výhled v řádu několika volebních období. To je konkrétní práce pro aktivního prezidenta.","","","",2022-10-14,https://www.facebook.com/ads/archive/render_ad/?id=790875865524222&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,500001,1000000,0,999,0,99,2022-10-18,,0.028,0.026,0.028,0.028,0.065,0.075,,0.142,0.207,0.138,0.097,0.065,0.099,,,,,0.002,,,0.08,0.049,0.039,0.045,0.084,0.067,0.058,0.065,0.123,0.041,0.12,0.131,0.052,0.047
1290554008386030,2022-10-13,"Jsem rád, že si po 30 letech připomínáme hrdinství a profesionalitu vojáků v misi UNPROFOR, pro které účast na operaci často znamenala zcela zásadní kapitolu života. 

Bylo mi ctí v této misi sloužit, velet operaci na záchranu francouzských vojáků a v pátek se podílet na předávání pamětních odznaků bývalým kolegům.","","","",2022-10-13,https://www.facebook.com/ads/archive/render_ad/?id=1290554008386030&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,125000,149999,2500,2999,2022-10-18,,,0.063,0.08,0.094,0.087,0.071,,,0.164,0.173,0.139,0.069,0.057,,,0.001,0.001,0.001,0,0.001,0.106,0.059,0.037,0.046,0.107,0.059,0.054,0.059,0.1,0.06,0.105,0.11,0.048,0.049
5725175934208850,2022-10-13,"Zítra jde do kin úchvatný film Civilizace - Dobrá zpráva o konci světa, kterému jsem ještě jako rektor Univerzity Karlovy udělil záštitu. Jde o strhující vyprávění, odehrávající se na několika kontinentech, o univerzálních zákonech, které formují vývoj každé civilizace a společnosti. Dnešní premiéra mě nadchla a všem doporučuji, aby si tento zážitek nenechali ujít. Pokud vám jde o lepší pochopení tohoto světa, jděte do kina a přemýšlejte o své odpovědnosti za naši budoucnost!","","","",2022-10-13,https://www.facebook.com/ads/archive/render_ad/?id=5725175934208850&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,7000,7999,100,199,2022-10-20,,0.046,0.073,0.067,0.053,0.03,0.027,,0.114,0.216,0.197,0.107,0.028,0.038,,0.001,0.001,0.002,0,,0.001,0.102,0.053,0.035,0.049,0.118,0.058,0.05,0.06,0.1,0.062,0.112,0.105,0.048,0.048
428184066111036,2022-10-12,"První dvě zastávky v Jihočeském kraji byly Tábor a Jindřichův Hradec. V Táboře nás hned na úvod přišel přivítat vojevůdce Jan Žižka, který mi udělil povolení sbírat podpisy v jeho revíru. U podpisového stánku i kolem něj v obou městech vládla dobrá nálada a arch přišel podepsat i herec Petr Čtvrtníček s humorem sobě vlastním.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=428184066111036&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,100001,500000,50000,59999,1500,1999,2022-10-18,,,0.067,0.072,0.051,0.033,0.036,,,0.278,0.228,0.127,0.048,0.052,,,0.002,0.004,0.001,0,0.001,0.09,0.054,0.027,0.041,0.079,0.05,0.045,0.049,0.212,0.06,0.129,0.069,0.046,0.05
654859716055348,2022-10-12,"V pátek se na vás těším v Pardubickém kraji! 

➡️ Sbírám podpisy v Pardubickém kraji

#spolecnyprezident #nenimitojedno","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=654859716055348&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,100001,500000,40000,44999,2000,2499,2022-10-14,,,0.147,0.132,0.099,0.052,0.036,,,0.211,0.159,0.098,0.036,0.026,,,0.001,0.001,0.001,0,0,,0.026,,,,,0.973,,,,0.001,,,
505488811426780,2022-10-12,"Tento čtvrtek 13. 10. se uvidíme na Vysočině! 
➡️ Sbírám podpisy na Vysočině

A poté se večer přesouváme do Litomyšle na veřejnou debatu.
➡️ Občanská debata s generálem Pavlem v Litomyšli

#spolecnyprezident #nenimitojedno","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=505488811426780&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,50001,100000,10000,14999,1000,1499,2022-10-12,,,0.191,0.165,0.111,0.048,0.028,,,0.189,0.142,0.08,0.025,0.017,,,0.001,0.001,0.001,0,0.001,,,,,,,,,,,,,1,
851102292558259,2022-10-12,"VYTVOŘME JASNÝ PLÁN DOPRAVNÍ INFRASTRUKTURY
Je ostuda jak v zemi, s takovou průmyslovou tradicí jakou máme my, vypadají silnice i železnice. Prezident může donutit politiky jednat. Zvolme dopravní priority a ty prosaďme. Potřebujeme krizový plán infrastruktury a jasný výhled v řádu několika volebních období. To je konkrétní práce pro aktivního prezidenta.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=851102292558259&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,6000,6999,100,199,2022-11-03,,0.07,0.092,0.096,0.081,0.047,0.026,,0.099,0.19,0.158,0.08,0.031,0.026,,0.001,0.001,0.001,,0,0,0.098,0.052,0.031,0.045,0.117,0.056,0.049,0.053,0.117,0.069,0.114,0.112,0.04,0.046
1531058097344429,2022-10-12,"VYTVOŘME JASNÝ PLÁN DOPRAVNÍ INFRASTRUKTURY
Je ostuda jak v zemi, s takovou průmyslovou tradicí jakou máme my, vypadají silnice i železnice. Prezident může donutit politiky jednat. Zvolme dopravní priority a ty prosaďme. Potřebujeme krizový plán infrastruktury a jasný výhled v řádu několika volebních období. To je konkrétní práce pro aktivního prezidenta.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=1531058097344429&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,7000,7999,100,199,2022-11-03,,0.055,0.081,0.081,0.084,0.05,0.034,,0.086,0.182,0.162,0.112,0.042,0.025,,0.001,0.001,0.001,0.001,0,0.001,0.102,0.055,0.033,0.042,0.128,0.061,0.051,0.057,0.089,0.061,0.112,0.108,0.049,0.051
795457068444392,2022-10-12,"V odvetě za poškození mostu na Krym, začalo dnes ráno putinovské Rusko ostřelovat mnoho nevojenských cílů. Umírají civilisté i malé děti. Je to naprosto nepřijatelné a věřím, že agresor na své činy doplatí.","","","",2022-10-13,https://www.facebook.com/ads/archive/render_ad/?id=795457068444392&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1001,5000,1000,1999,100,199,2022-10-13,,0.002,0.008,0.005,0.03,0.091,0.184,,0.028,0.028,0.069,0.106,0.181,0.264,,0.001,,,,0.002,0.001,0.093,0.044,0.033,0.058,0.117,0.056,0.035,0.052,0.134,0.059,0.11,0.117,0.042,0.049
797002358232163,2022-10-12,"DEJME UČITELŮM BYTY
Nechceme-li být pouze druhořadými dodavateli pro jiné, musíme mít schopnost věci vymýšlet a vyvíjet. Kvalitní školství potřebuje vynikající učitele již od základních škol. Abychom je motivovali, musíme je lépe zabezpečit. Vytvořme jim proto dobré platové podmínky, poskytněme jim lepší zázemí a byty po celé naší vlasti.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=797002358232163&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,30000,34999,700,799,2022-11-03,,0.061,0.129,0.175,0.134,0.07,0.034,,0.044,0.104,0.124,0.078,0.028,0.016,,0,0.001,0.001,0,0,0,0.102,0.049,0.035,0.046,0.121,0.063,0.046,0.061,0.115,0.058,0.104,0.113,0.043,0.044
1043906492946744,2022-10-12,"SNIŽME DPH NA POTRAVINY A ENERGIE
Drahota je jiný druh pandemie. Země kolem nás jednají a my čekáme, co se stane. Snižme DPH na potraviny, energie a vybrané služby. Jednejme s Evropskou unií o nulové DPH na vybrané položky. Tím ulehčíme rodinným rozpočtům.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=1043906492946744&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,2000,2999,0,99,2022-11-03,,0.062,0.12,0.121,0.09,0.041,0.018,,0.091,0.164,0.141,0.098,0.03,0.019,,0.001,0.001,0.002,0.001,0,0,0.108,0.053,0.035,0.044,0.121,0.058,0.052,0.058,0.096,0.057,0.117,0.101,0.048,0.052
1233728053836048,2022-10-12,"ZASTROPOVÁNÍ CEN ENERGIÍ NESTAČÍ.
Ceny energií dramaticky rostou. Nejistota a strach jsou všudypřítomné. Zastropování cen energií je jen hašení požáru děravým vědrem. Řešme problém a nebudeme muset řešit jeho důsledky. Je třeba energicky jednat o změnách obchodování s povolenkami, přestat překupovat drahou energii přes Lipskou burzu a hájit v rámci předsednictví EU zájmy českého průmyslu. Ten byl zatím prakticky odepsán.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=1233728053836048&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,10000,14999,200,299,2022-11-03,,0.068,0.106,0.117,0.097,0.049,0.026,,0.091,0.17,0.14,0.084,0.03,0.02,,0.001,0.001,0.001,0.001,0,0,0.102,0.049,0.035,0.047,0.126,0.066,0.042,0.056,0.101,0.059,0.109,0.112,0.043,0.052
422735029974610,2022-10-12,"CHRAŇME VÍC TY, CO NÁS CHRÁNÍ
Podstatným faktorem je ochrana hranic a našeho území. Stejně zásadní je bezpečí životů a majetku nás všech. Musíme více pracovat na naší soběstačnosti. Profesionálové ve vojenských, hasičských i záchranářských týmech potřebují lepší vybavení a zázemí. Při své práci riskují  životy a musí mít jistotu, že bude dobře postaráno o jejich nejbližší.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=422735029974610&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,175000,199999,4500,4999,2022-11-03,,0.043,0.088,0.068,0.047,0.02,0.012,,0.122,0.261,0.188,0.099,0.029,0.019,,0,0.001,0.001,0,0,0,0.111,0.053,0.031,0.042,0.114,0.063,0.049,0.06,0.122,0.058,0.111,0.089,0.046,0.05
637173494724139,2022-10-12,"ZRUŠME DOPLATKY NA LÉKY PRO SENIORY
Aktuální navyšování životních nákladů dopadá citelně na naše seniory, kteří se neobejdou bez svých léků. Velkou úlevou může být, že by lidé od 65 let nemuseli platit doplatky na léky.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=637173494724139&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,125000,149999,2500,2999,2022-11-03,,0.07,0.131,0.135,0.109,0.053,0.034,,0.066,0.148,0.125,0.075,0.029,0.021,,0,0.001,0.001,0.001,0,0,0.103,0.053,0.031,0.046,0.121,0.065,0.049,0.056,0.106,0.057,0.112,0.105,0.044,0.051
677995213447541,2022-10-12,"MUSÍME ZVÝŠIT KVALITU VZDĚLÁVÁNÍ
Politici nyní nemají vzdělání mezi svými prioritami. Přitom víc než své hlavy a ruce nemáme. Nesmíme se bát náročnosti, bavme se o nové podobě maturit i o kvalitě vysokých škol. Školy musí zůstat přístupné, aby žádný mladý talent nebyl promarněný.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=677995213447541&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,10000,14999,200,299,2022-11-03,,0.065,0.101,0.103,0.087,0.058,0.034,,0.091,0.185,0.141,0.082,0.033,0.018,,0,0.001,0.001,0.001,0,0,0.099,0.05,0.037,0.046,0.121,0.06,0.047,0.056,0.107,0.059,0.114,0.105,0.046,0.052
3273399462919731,2022-10-12,"PEČUJME LÉPE O SENIORY
Lidé, kteří se starají o své blízké, většinou o seniory, tak činí velmi často na úkor vlastních příjmů. Aby mohli jejich blízcí zůstat co nejdéle doma, v místě kde jsou zvyklí, je potřeba zajistit spolehlivé fungování veřejných zdravotních a sociálních pomocníků. Neméně podstatné je pracovat s faktem, že jako populace stárneme a je třeba promyšleně investovat do výstavby moderních domovů seniorů.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=3273399462919731&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,7000,7999,100,199,2022-11-03,,0.084,0.117,0.124,0.092,0.056,0.033,,0.071,0.158,0.125,0.081,0.027,0.024,,0.001,0.001,0.002,0.001,0.001,0.001,0.097,0.046,0.033,0.049,0.114,0.057,0.045,0.058,0.122,0.06,0.117,0.115,0.039,0.049
807750970464808,2022-10-12,"CHRAŇME VÍC TY, CO NÁS CHRÁNÍ
Podstatným faktorem je ochrana hranic a našeho území. Stejně zásadní je bezpečí životů a majetku nás všech. Musíme více pracovat na naší soběstačnosti. Profesionálové ve vojenských, hasičských i záchranářských týmech potřebují lepší vybavení a zázemí. Při své práci riskují  životy a musí mít jistotu, že bude dobře postaráno o jejich nejbližší.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=807750970464808&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,150000,174999,3500,3999,2022-11-03,,0.04,0.07,0.059,0.051,0.026,0.017,,0.105,0.235,0.2,0.128,0.04,0.027,,0.001,0.001,0.001,0.001,0,0,0.115,0.054,0.03,0.043,0.114,0.058,0.055,0.06,0.1,0.07,0.109,0.084,0.051,0.055
511416260449792,2022-10-12,"SNIŽME DPH NA POTRAVINY A ENERGIE
Drahota je jiný druh pandemie. Země kolem nás jednají a my čekáme, co se stane. Snižme DPH na potraviny, energie a vybrané služby. Jednejme s Evropskou unií o nulové DPH na vybrané položky. Tím ulehčíme rodinným rozpočtům.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=511416260449792&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,7000,7999,100,199,2022-11-03,,0.049,0.085,0.091,0.079,0.049,0.03,,0.08,0.171,0.173,0.117,0.042,0.031,,0.001,0.001,0.002,0.001,0,0,0.108,0.058,0.031,0.045,0.119,0.06,0.054,0.059,0.079,0.069,0.116,0.101,0.053,0.047
567369628485691,2022-10-12,"PEČUJME LÉPE O SENIORY
Lidé, kteří se starají o své blízké, většinou o seniory, tak činí velmi často na úkor vlastních příjmů. Aby mohli jejich blízcí zůstat co nejdéle doma, v místě kde jsou zvyklí, je potřeba zajistit spolehlivé fungování veřejných zdravotních a sociálních pomocníků. Neméně podstatné je pracovat s faktem, že jako populace stárneme a je třeba promyšleně investovat do výstavby moderních domovů seniorů.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=567369628485691&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,6000,6999,100,199,2022-11-03,,0.082,0.086,0.087,0.077,0.061,0.046,,0.075,0.171,0.146,0.093,0.036,0.036,,0.002,0.002,0.002,0.001,0,,0.105,0.051,0.033,0.043,0.116,0.06,0.047,0.056,0.1,0.062,0.112,0.115,0.05,0.048
818837392702719,2022-10-12,"DEJME UČITELŮM BYTY
Nechceme-li být pouze druhořadými dodavateli pro jiné, musíme mít schopnost věci vymýšlet a vyvíjet. Kvalitní školství potřebuje vynikající učitele již od základních škol. Abychom je motivovali, musíme je lépe zabezpečit. Vytvořme jim proto dobré platové podmínky, poskytněme jim lepší zázemí a byty po celé naší vlasti.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=818837392702719&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,50000,59999,1000,1499,2022-11-03,,0.048,0.092,0.119,0.122,0.08,0.043,,0.047,0.114,0.151,0.111,0.044,0.025,,0,0.001,0.001,0.001,0,0.001,0.101,0.054,0.036,0.044,0.127,0.06,0.052,0.054,0.089,0.061,0.108,0.115,0.048,0.05
534537155175560,2022-10-12,"ZASTROPOVÁNÍ CEN ENERGIÍ NESTAČÍ.
Ceny energií dramaticky rostou. Nejistota a strach jsou všudypřítomné. Zastropování cen energií je jen hašení požáru děravým vědrem. Řešme problém a nebudeme muset řešit jeho důsledky. Je třeba energicky jednat o změnách obchodování s povolenkami, přestat překupovat drahou energii přes Lipskou burzu a hájit v rámci předsednictví EU zájmy českého průmyslu. Ten byl zatím prakticky odepsán.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=534537155175560&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,5000,5999,100,199,2022-11-03,,0.052,0.081,0.089,0.08,0.049,0.026,,0.087,0.181,0.178,0.111,0.038,0.024,,0.001,0.001,0.001,0.001,0,0,0.104,0.055,0.036,0.037,0.116,0.061,0.053,0.06,0.091,0.067,0.113,0.106,0.046,0.056
848012946376801,2022-10-12,"ZRUŠME DOPLATKY NA LÉKY PRO SENIORY
Aktuální navyšování životních nákladů dopadá citelně na naše seniory, kteří se neobejdou bez svých léků. Velkou úlevou může být, že by lidé od 65 let nemuseli platit doplatky na léky.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=848012946376801&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,60000,69999,1000,1499,2022-11-03,,0.077,0.131,0.122,0.103,0.054,0.038,,0.053,0.131,0.137,0.089,0.034,0.026,,0.001,0.001,0.001,0.001,0,0,0.107,0.054,0.031,0.045,0.123,0.063,0.051,0.056,0.086,0.061,0.112,0.105,0.053,0.052
3355765568036143,2022-10-12,"MUSÍME ZVÝŠIT KVALITU VZDĚLÁVÁNÍ
Politici nyní nemají vzdělání mezi svými prioritami. Přitom víc než své hlavy a ruce nemáme. Nesmíme se bát náročnosti, bavme se o nové podobě maturit i o kvalitě vysokých škol. Školy musí zůstat přístupné, aby žádný mladý talent nebyl promarněný.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=3355765568036143&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,6000,6999,100,199,2022-11-03,,0.047,0.075,0.09,0.112,0.101,0.055,,0.055,0.143,0.135,0.103,0.052,0.027,,0,0.002,0.001,0,0,0,0.105,0.051,0.03,0.047,0.122,0.063,0.052,0.063,0.099,0.06,0.104,0.101,0.049,0.053
617577230155319,2022-10-12,"Vzdělání je hodnota, která zvyšuje konkurenceschopnost jednotlivců i společnosti jako celku. Zkvalitňování školství proto musí patřit k našim dlouhodobým prioritám. Jde o investice, které se společnosti mnohonásobně vrátí. Velmi rád jsem se minulý týden zúčastnil slavnostního zahájení akademického roku českých vysokých škol, které pořádá Česká konference rektorů. Bylo milé potkat zde mnoho dlouholetých kolegů a přátel, kteří si, stejně jako já, uvědomují klíčovou roli vzdělávání.","","","",2022-10-12,https://www.facebook.com/ads/archive/render_ad/?id=617577230155319&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,90000,99999,1500,1999,2022-10-21,,0.034,0.059,0.079,0.087,0.08,0.062,,0.064,0.132,0.161,0.123,0.063,0.051,,0,0.001,0.001,0.001,0,0.001,0.104,0.059,0.038,0.048,0.114,0.061,0.054,0.06,0.083,0.064,0.101,0.115,0.05,0.05
633866391775973,2022-10-12,"V odvetě za poškození mostu na Krym, začalo dnes ráno putinovské Rusko ostřelovat mnoho nevojenských cílů. Umírají civilisté i malé děti. Je to naprosto nepřijatelné a věřím, že agresor na své činy doplatí.","","","",2022-10-13,https://www.facebook.com/ads/archive/render_ad/?id=633866391775973&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,125000,149999,2500,2999,2022-10-19,,0.039,0.066,0.083,0.088,0.066,0.048,,0.071,0.152,0.166,0.122,0.053,0.042,,0,0.001,0.001,0,0,0,0.107,0.057,0.035,0.047,0.117,0.062,0.051,0.056,0.094,0.063,0.104,0.108,0.049,0.05
1072137110164332,2022-10-10,"Přijďte na veřejnou debatu s armádním generálem ve výslužbě Petrem Pavlem. Besedu pořádá Skautský Institut.

📆 Kdy? 13. 10. 2022, od 19:00 
📍 Kde? Nový kostel Církve bratrské, Moravská 1222, Litomyšl

Těším se na vás!",Občanská debata s generálem Pavlem v Litomyšli,"Zveme vás na veřejnou debatu s armádním generálem ve výslužbě Petrem Pavlem. Na místě bude také možnost podepsat petici za kandidaturu generála Pavla.

Debata se uskuteční od 19:00 v Novém kostele Církve bratrské, Moravská 1222, Litomyšl.

Besedu pořádá Skautský Institut.

Přijďte se i vy zeptat na cokoliv, co vás zajímá. Jste srdečně zváni.

https://www.generalpavel.cz",Občanská debata s generálem Pavlem v Litomyšli,2022-10-10,https://www.facebook.com/ads/archive/render_ad/?id=1072137110164332&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,10001,50000,8000,8999,1000,1499,2022-10-13,,,0.076,0.068,0.071,0.053,0.095,,,0.237,0.159,0.107,0.06,0.071,,,0.001,0.002,0.001,,0,,,,,,,1,,,,,,,
405330675106208,2022-10-05,"Přijďte se setkat osobně a připojit svůj podpis 📆 14. 10. 2022
📍 Svitavy, Náměstí Míru (u Mariánského sloupu), 9:00–10:30
📍 Chrudim, Resselovo náměstí (u kostela), 12:30–14:00
📍 Pardubice, Dům techniky u divadla, Třída Míru, 15:00–17:00

Těším se na vás! #spolecnyprezident",Sbírám podpisy v Pardubickém kraji,"Chci být nezávislým prezidentem lidí, ne politiků. Proto spoléhám na podpisy vás, občanů. Přijďte se setkat osobně a připojit svůj podpis.

📆 14. 10. 2022

📍 Svitavy,  Náměstí Míru (u Mariánského sloupu), 9:00–10:30
📍 Chrudim, Resselovo náměstí (u kostela), 12:30–14:00
📍 Pardubice, Dům techniky u divadla, Třída Míru, 15:00–17:00

Těším se na vás!

https://www.generalpavel.cz",Sbírám podpisy v Pardubickém kraji,2022-10-08,https://www.facebook.com/ads/archive/render_ad/?id=405330675106208&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,100001,500000,15000,19999,2000,2499,2022-10-14,,,0.075,0.105,0.099,0.092,0.124,,,0.135,0.138,0.101,0.062,0.068,,,0,0.001,0,0,0,,0.02,,,,,0.98,,,,0,,,
769592420805611,2022-10-05,"Náš stát se zadrhl, zpomalil a jede naprázdno. Není na co čekat, je třeba začít věci řešit. Jinak nám tu zůstane rozložená země, kterou už nikdo nedá dohromady. Potřebujeme nahodit řetěz, než bude pozdě → www.generalpavel.cz

#spolecnyprezident #nenimitojedno",www.generalpavel.cz,"",Generál Pavel – Nečekat a jednat,2022-10-05,https://www.facebook.com/ads/archive/render_ad/?id=769592420805611&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,300000,349999,15000,19999,2022-11-02,,,0.013,0.025,0.029,0.038,0.066,,,0.188,0.246,0.18,0.106,0.101,,,0.001,0.002,0.001,0.001,0.001,0.104,0.059,0.025,0.044,0.101,0.062,0.046,0.058,0.14,0.065,0.125,0.066,0.048,0.055
