id,ad_creation_time,ad_creative_bodies,ad_creative_link_captions,ad_creative_link_descriptions,ad_creative_link_titles,ad_delivery_start_time,ad_snapshot_url,bylines,currency,languages,page_id,page_name,publisher_platforms,estimated_audience_size_lower,estimated_audience_size_upper,impressions_lower,impressions_upper,spend_lower,spend_upper,ad_delivery_stop_time,female_13-17,female_18-24,female_25-34,female_35-44,female_45-54,female_55-64,female_65+,male_13-17,male_18-24,male_25-34,male_35-44,male_45-54,male_55-64,male_65+,unknown_13-17,unknown_18-24,unknown_25-34,unknown_35-44,unknown_45-54,unknown_55-64,unknown_65+,Central Bohemian Region,Hradec Králové Region,Karlovy Vary Region,Liberec Region,Moravian-Silesian Region,Olomouc Region,Pardubice Region,Plzeň Region,Prague,South Bohemian Region,South Moravian Region,Ústí nad Labem Region,Vysočina Region,Zlín Region
3040635642749342,2022-11-02,"Jsem a budu proti školnému. Podle vládních poradců by do dvou let mělo být na českých vysokých školách zavedeno školné. 

Dlouhodobě s tím zásadně nesouhlasím. Rovný přístup ke vzdělání je nezbytností proto, aby Česká republika uspěla v tvrdém mezinárodním prostředí. Jen vzdělaná společnost je úspěšná.

Zpoplatnění vzdělání by udělalo z mnoha mladých lidí a regionů občany a místa bez budoucnosti. Měli bychom naopak usilovat o to, aby žádný mladý talent nebyl promarněn. Chceme-li společnost bez vlivu extrémů, chceme-li umět vymýšlet a vyrábět produkty s vysokou přidanou hodnotou, potřebujeme vzdělanou společnost. 

Proto je velmi důležité, aby byla dostupnost vysokoškolského vzdělávání zachována. Půjčky studentům jsou pouze byznys pro banky! Příkladem dlouhodobě zadlužených mladých lidí jsou Anglie a USA! Je od vládní koalice urážlivé, jednou rukou vylepšovat zisky hazardu a druhou brát mladým lidem možnost bezplatně studovat. Pokud jde o školné, jsem a budu zásadně proti.","","","",2022-11-02,https://www.facebook.com/ads/archive/render_ad/?id=3040635642749342&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,500001,1000000,10000,14999,200,299,2022-11-03,,0.016,0.025,0.037,0.065,0.112,0.088,,0.071,0.126,0.141,0.141,0.095,0.078,,0,0.001,0.001,0,0,0.001,0.1,0.058,0.041,0.053,0.114,0.056,0.053,0.056,0.079,0.071,0.101,0.125,0.047,0.047
449772150411769,2022-11-02,"Jsem a budu proti školnému. Podle vládních poradců by do dvou let mělo být na českých vysokých školách zavedeno školné. 

Dlouhodobě s tím zásadně nesouhlasím. Rovný přístup ke vzdělání je nezbytností proto, aby Česká republika uspěla v tvrdém mezinárodním prostředí. Jen vzdělaná společnost je úspěšná.

Zpoplatnění vzdělání by udělalo z mnoha mladých lidí a regionů občany a místa bez budoucnosti. Měli bychom naopak usilovat o to, aby žádný mladý talent nebyl promarněn. Chceme-li společnost bez vlivu extrémů, chceme-li umět vymýšlet a vyrábět produkty s vysokou přidanou hodnotou, potřebujeme vzdělanou společnost. 

Proto je velmi důležité, aby byla dostupnost vysokoškolského vzdělávání zachována. Půjčky studentům jsou pouze byznys pro banky! Příkladem dlouhodobě zadlužených mladých lidí jsou Anglie a USA! Je od vládní koalice urážlivé, jednou rukou vylepšovat zisky hazardu a druhou brát mladým lidem možnost bezplatně studovat. Pokud jde o školné, jsem a budu zásadně proti.","","","",2022-11-02,https://www.facebook.com/ads/archive/render_ad/?id=449772150411769&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,1000,1999,0,99,2022-11-03,,0.063,0.075,0.075,0.067,0.045,0.029,,0.08,0.214,0.167,0.103,0.042,0.036,,,,0.003,,,0.001,0.09,0.055,0.033,0.052,0.101,0.054,0.058,0.056,0.089,0.07,0.11,0.126,0.057,0.048
1828425937496779,2022-11-01,"Nejsem zvyklý usmívat se do kamer, je mi dobře ve flanelce mezi lidmi, nebo na motorce. Nejsem zvyklý, že pomluvy a spekulace dostávají víc prostoru než pravda a argumenty. Ale jsem připravený to zvládnout, abych mohl pokračovat v tom, na co zvyklý jsem - sloužit naší zemi a lidem. 

Prošel jsem mnoha krizemi, v zahraniční politice i na bojišti, a naučil se je řešit. Přesně takové zkušenosti naše země teď potřebuje, proto jí svoji službu nabízím.",instagram.com,"47K Followers, 81 Following, 955 Posts - See Instagram photos and videos from Generál Pavel (@general_pavel)",Generál Pavel (@general_pavel) • Instagram photos and videos,2022-11-01,https://www.facebook.com/ads/archive/render_ad/?id=1828425937496779&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,instagram,500001,1000000,10000,14999,600,699,2022-11-03,,0.162,0.169,0.044,0.021,0.005,0.01,0,0.246,0.24,0.053,0.019,0.006,0.015,,0.004,0.002,0.001,0.001,0,0.001,0.093,0.048,0.019,0.035,0.08,0.054,0.043,0.054,0.244,0.059,0.124,0.055,0.039,0.053
584278943467873,2022-11-01,"Nejsem zvyklý usmívat se do kamer, je mi dobře ve flanelce mezi lidmi, nebo na motorce. Nejsem zvyklý, že pomluvy a spekulace dostávají víc prostoru než pravda a argumenty. Ale jsem připravený to zvládnout, abych mohl pokračovat v tom, na co zvyklý jsem - sloužit naší zemi a lidem. 

Prošel jsem mnoha krizemi, v zahraniční politice i na bojišti, a naučil se je řešit. Přesně takové zkušenosti naše země teď potřebuje, proto jí svoji službu nabízím.","","","",2022-11-01,https://www.facebook.com/ads/archive/render_ad/?id=584278943467873&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,45000,49999,1000,1499,2022-11-03,,0.036,0.091,0.085,0.075,0.057,0.04,,0.058,0.198,0.172,0.103,0.041,0.038,,0.001,0.001,0.002,0.001,0,0.001,0.098,0.054,0.036,0.047,0.116,0.058,0.051,0.057,0.108,0.066,0.106,0.105,0.045,0.051
3132421833735147,2022-10-31,"VRAŤME ČESKU ŘÁD A KLID
Lidé cítí chaos a nejistotu, země je v krizi, a proto potřebujeme prezidenta, který ví, jak se v krizi chovat, a krize řešil. Andrej Babiš sice zemi v krizi vedl, ale soudě podle výsledků by druhou šanci jako prezident neměl dostat. 

#spolecnyprezident #nenimitojedno",instagram.com,"47K Followers, 81 Following, 955 Posts - See Instagram photos and videos from Generál Pavel (@general_pavel)",Generál Pavel (@general_pavel) • Instagram photos and videos,2022-10-31,https://www.facebook.com/ads/archive/render_ad/?id=3132421833735147&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,instagram,1000001,,15000,19999,700,799,2022-11-03,0,0.351,0.158,0.03,0.014,0.007,0.011,0,0.236,0.13,0.026,0.01,0.004,0.01,,0.009,0.003,0,0,0,0,0.119,0.045,0.029,0.038,0.102,0.054,0.047,0.058,0.173,0.055,0.115,0.076,0.04,0.049
8289431331127550,2022-10-31,"VRAŤME ČESKU ŘÁD A KLID
Lidé cítí chaos a nejistotu, země je v krizi, a proto potřebujeme prezidenta, který ví, jak se v krizi chovat, a krize řešil. Andrej Babiš sice zemi v krizi vedl, ale soudě podle výsledků by druhou šanci jako prezident neměl dostat.","","","",2022-10-31,https://www.facebook.com/ads/archive/render_ad/?id=8289431331127550&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,80000,89999,1500,1999,2022-11-03,,0.019,0.087,0.085,0.087,0.066,0.051,,0.032,0.186,0.173,0.119,0.051,0.04,,0,0.001,0.002,0.001,0,0.001,0.108,0.053,0.033,0.047,0.115,0.057,0.051,0.056,0.112,0.063,0.109,0.103,0.045,0.048
644132107335498,2022-10-31,"Vzhledem k intenzivní palebné přípravě, které v posledních týdnech čelím, mě vůbec nepřekvapuje, že Andrej Babiš do toho jde. Osobně se těším, že do debat přinese oživení, ale obecně jeho kandidaturu vnímám jako hrozbu pro Českou republiku, a to kvůli populismu, který zosobňuje.","","","",2022-10-31,https://www.facebook.com/ads/archive/render_ad/?id=644132107335498&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,instagram,1000001,,20000,24999,700,799,2022-11-03,0,0.338,0.193,0.029,0.011,0.005,0.013,0,0.211,0.145,0.023,0.008,0.003,0.01,0,0.006,0.003,0.001,0,0,0,0.113,0.047,0.032,0.037,0.105,0.052,0.047,0.057,0.163,0.056,0.115,0.085,0.041,0.051
601133401824150,2022-10-31,"Vzhledem k intenzivní palebné přípravě, které v posledních týdnech čelím, mě vůbec nepřekvapuje, že Andrej Babiš do toho jde. Osobně se těším, že do debat přinese oživení, ale obecně jeho kandidaturu vnímám jako hrozbu pro Českou republiku, a to kvůli populismu, který zosobňuje.","","","",2022-10-31,https://www.facebook.com/ads/archive/render_ad/?id=601133401824150&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,90000,99999,1500,1999,2022-11-03,,0.017,0.079,0.09,0.088,0.067,0.041,,0.031,0.172,0.191,0.131,0.054,0.037,,0,0.001,0.001,0,0,0,0.11,0.054,0.036,0.048,0.111,0.057,0.052,0.058,0.106,0.066,0.098,0.109,0.047,0.046
1085137392191117,2022-10-31,"Uplynulý víkend jsem strávil v Bruselu na konferenci Světové federace klinické biochemie (IFCC), pořádané při příležitosti 70. výročí jejího založení. Diskutovali jsme nové trendy v laboratorní diagnostice, jak rychleji a přesněji pomáhat pacientům při diagnostice a monitoraci onemocnění, ale i při prevenci a screeningu nemocí. Setkal jsem se s přáteli z celého světa, od Latinské Ameriky a Afriky po Indii, Taiwan a Koreu a samozřejmě také s kolegy z Evropy. Připravujeme konferenci, která se má konat v Praze, kam se řada z nich těší.","","","",2022-10-31,https://www.facebook.com/ads/archive/render_ad/?id=1085137392191117&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,7000,7999,100,199,2022-11-03,,0.051,0.073,0.075,0.07,0.05,0.036,,0.089,0.164,0.178,0.118,0.048,0.043,,0,0.001,0.001,0.001,,0.001,0.1,0.058,0.038,0.047,0.119,0.061,0.055,0.057,0.092,0.064,0.101,0.113,0.049,0.046
1133638283932407,2022-10-31,"Uplynulý víkend jsem strávil v Bruselu na konferenci Světové federace klinické biochemie (IFCC), pořádané při příležitosti 70. výročí jejího založení. Diskutovali jsme nové trendy v laboratorní diagnostice, jak rychleji a přesněji pomáhat pacientům při diagnostice a monitoraci onemocnění, ale i při prevenci a screeningu nemocí. Setkal jsem se s přáteli z celého světa, od Latinské Ameriky a Afriky po Indii, Taiwan a Koreu a samozřejmě také s kolegy z Evropy. Připravujeme konferenci, která se má konat v Praze, kam se řada z nich těší.","","","",2022-10-31,https://www.facebook.com/ads/archive/render_ad/?id=1133638283932407&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,1000001,,0,999,0,99,2022-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446212660988899,2022-10-31,"Svobodný a nezávislý stát není samozřejmostí. I proto jsme se v předvečer výročí vzniku Československa sešli v duchovním srdci země – v katedrále sv. Víta, abychom nám všem a České republice popřáli klid, mír, sílu a víru v lepší budoucnost.","","","",2022-10-31,https://www.facebook.com/ads/archive/render_ad/?id=446212660988899&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,100001,500000,15000,19999,300,399,2022-11-03,,0.003,0.009,0.02,0.062,0.13,0.139,,0.035,0.077,0.101,0.156,0.136,0.127,,0,0.001,0.001,0.001,0.001,0.002,0.097,0.052,0.04,0.051,0.12,0.06,0.047,0.054,0.11,0.063,0.106,0.114,0.041,0.047
803955480933800,2022-10-30,"Můj život není domeček z karet, aby se zhroutil po pár článcích s pomluvami. Svoji historii lidem nabízím jako celý balíček. S chybami i zásluhami. 

Děkuji Jiřímu Růžkovi, bývalému řediteli BIS a Vojenského obranného zpravodajství, za jeho slova pro DVTV: video.aktualne.cz/dvtv/general-pavel-nikdy-nebyl-spion-jeho-kariera-po-revoluci-je/r~a52e1a1c56a611ed8d680cc47ab5f122/",video.aktualne.cz,"",Rozdělování života do dvou částí,2022-10-31,https://www.facebook.com/ads/archive/render_ad/?id=803955480933800&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,70000,79999,3000,3499,2022-11-03,,,0.015,0.025,0.038,0.075,0.138,,,0.158,0.174,0.136,0.11,0.123,,,0.001,0.002,0.001,0.001,0.002,0.091,0.054,0.025,0.042,0.115,0.061,0.048,0.051,0.143,0.06,0.129,0.075,0.05,0.055
780529956381570,2022-10-30,"Děkuji, že proti pomluvám a lžím vystoupil v DVTV i bývalý ředitel BIS a Vojenského obranného zpravodajství Jiří Růžek. Prosím sdílejte. video.aktualne.cz/dvtv/general-pavel-nikdy-nebyl-spion-jeho-kariera-po-revoluci-je/r~a52e1a1c56a611ed8d680cc47ab5f122/",video.aktualne.cz,"",Bývalý ředitel BIS a Vojenského obranného zpravodajství Jiří Růžek proti pomluvám a lžím,2022-10-30,https://www.facebook.com/ads/archive/render_ad/?id=780529956381570&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,70000,79999,5000,5999,2022-11-03,,,0.007,0.018,0.043,0.096,0.14,,,0.07,0.147,0.184,0.155,0.137,,,0,0.001,0.001,0.001,0.001,0.103,0.056,0.034,0.044,0.116,0.059,0.05,0.056,0.116,0.063,0.109,0.099,0.043,0.052
913233866313560,2022-10-29,"Pane předsedo, vy se v té izolaci asi nudíte, když si pouštíte takové dezinfo. Pusťte si raději nějakou pohádku. V těch je většinou pravda i poučení. Brzké uzdravení.",instagram.com,"47K Followers, 81 Following, 955 Posts - See Instagram photos and videos from Generál Pavel (@general_pavel)",Generál Pavel (@general_pavel) • Instagram photos and videos,2022-10-30,https://www.facebook.com/ads/archive/render_ad/?id=913233866313560&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,instagram,1000001,,5000,5999,100,199,2022-10-31,0,0.253,0.186,0.035,0.019,0.008,0.016,0.001,0.234,0.178,0.03,0.012,0.004,0.018,,0.004,0.002,0.001,0,,0,0.12,0.05,0.027,0.038,0.102,0.053,0.049,0.064,0.158,0.053,0.112,0.08,0.043,0.05
829387021708824,2022-10-29,Nehnula.,instagram.com,"47K Followers, 81 Following, 955 Posts - See Instagram photos and videos from Generál Pavel (@general_pavel)",Generál Pavel (@general_pavel) • Instagram photos and videos,2022-10-29,https://www.facebook.com/ads/archive/render_ad/?id=829387021708824&access_token={access_token},Petr Pavel,CZK,en,102389958091735,Generál Pavel,instagram,1000001,,30000,34999,900,999,2022-11-03,0,0.304,0.169,0.037,0.018,0.008,0.014,0.001,0.221,0.158,0.029,0.013,0.004,0.014,0,0.006,0.002,0.001,0,0,0.001,0.111,0.05,0.029,0.038,0.099,0.055,0.043,0.054,0.19,0.053,0.115,0.077,0.038,0.048
565108348717309,2022-10-29,"",instagram.com,"","",2022-10-29,https://www.facebook.com/ads/archive/render_ad/?id=565108348717309&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,instagram,100001,500000,20000,24999,800,899,2022-11-02,0,0.073,0.196,0.054,0.029,0.014,0.019,0,0.153,0.325,0.071,0.025,0.009,0.024,,0.001,0.003,0.001,0,0,0.001,0.111,0.054,0.026,0.045,0.093,0.056,0.054,0.063,0.146,0.067,0.113,0.074,0.044,0.054
687846065749404,2022-10-29,"Pane předsedo, vy se v té izolaci asi nudíte, když si pouštíte takové dezinfo. Pusťte si raději nějakou pohádku. V těch je většinou pravda i poučení. Brzké uzdravení.","","","",2022-10-29,https://www.facebook.com/ads/archive/render_ad/?id=687846065749404&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,15000,19999,200,299,2022-10-31,,0.039,0.078,0.096,0.092,0.074,0.044,,0.058,0.152,0.161,0.108,0.05,0.042,,0,0.001,0.001,0.001,0,0.001,0.1,0.046,0.032,0.048,0.117,0.062,0.053,0.051,0.101,0.062,0.115,0.11,0.05,0.052
809780996953625,2022-10-29,Nehnula. https://www.forum24.cz/stavidla-s-hnojem-se-vyvaluji-kampan-zacina-cekame-na-babise/,"","","",2022-10-29,https://www.facebook.com/ads/archive/render_ad/?id=809780996953625&access_token={access_token},Petr Pavel,CZK,,102389958091735,Generál Pavel,facebook,1000001,,80000,89999,1500,1999,2022-11-03,,0.033,0.08,0.085,0.077,0.056,0.038,,0.068,0.195,0.18,0.108,0.04,0.035,,0,0.001,0.001,0.001,0,0.001,0.109,0.052,0.036,0.049,0.11,0.061,0.05,0.053,0.106,0.064,0.105,0.108,0.047,0.05
683996416243510,2022-10-29,"Děkuji všem, kdo jste přišli na debatu ve Valašském Meziříčí. Jezdím po diskusích s vámi od města k městu, ale pokaždé je to v něčem jiné a zajímavé. Tentokrát byla i díky otázkám a moderování Vladimíra Polívky fakt výborná atmosféra. A co přišlo na závěr, to si bude žádat vlastní video :)","","","",2022-10-29,https://www.facebook.com/ads/archive/render_ad/?id=683996416243510&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,500001,1000000,90000,99999,1500,1999,2022-11-02,,0.004,0.056,0.064,0.069,0.06,0.041,,0.017,0.222,0.217,0.143,0.058,0.044,,0,0.001,0.002,0.001,0,0.001,0.105,0.054,0.035,0.05,0.104,0.058,0.054,0.059,0.102,0.069,0.105,0.102,0.049,0.053
1330625157765275,2022-10-29,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne.

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí.",www.generalpavel.cz,"","",2022-10-29,https://www.facebook.com/ads/archive/render_ad/?id=1330625157765275&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,instagram,1000001,,20000,24999,2000,2499,2022-11-03,0,0.111,0.098,0.037,0.024,0.018,0.027,0.002,0.305,0.214,0.068,0.037,0.018,0.025,0,0.01,0.003,0.001,0,0,0.001,0.108,0.043,0.019,0.037,0.099,0.046,0.047,0.057,0.225,0.056,0.118,0.055,0.041,0.049
421837090121383,2022-10-29,"HRDOST NA NAŠI ZEMI
Není mi jedno, že politika mezi nás vráží klín. Rozhádala přátele i celé rodiny. Spojuje nás ale víc věcí, než se na první pohled zdá. Není to jen společný jazyk, společná historie a společná zem, ve které žijeme.

Ukazuje se, že když na to přijde, dokážeme se semknout a umíme pomáhat jeden druhému. To je něco, co mě naplňuje hrdostí na nás a naši zemi. Zároveň mě to inspiruje k tomu, co dělám a chci, abych tím inspiroval i ostatní.","","","",2022-10-29,https://www.facebook.com/ads/archive/render_ad/?id=421837090121383&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,60000,69999,3500,3999,2022-11-01,,0.003,0.016,0.029,0.048,0.097,0.186,,0.021,0.125,0.135,0.113,0.097,0.125,,0,0.001,0.002,0.001,0.001,0.001,0.099,0.06,0.026,0.043,0.111,0.064,0.051,0.052,0.129,0.06,0.122,0.08,0.048,0.054
1866846990317422,2022-10-26,"Přijďte na veřejnou debatu s armádním generálem ve výslužbě Petrem Pavlem. Besedu moderují herečka Jitka Čvančarová a scenárista Václav Marhoul.

📆 Kdy? 10. 10. 2022, od 19:00
📍 Kde? Dům kultury Liberec, Soukenné nám. 613

Těším se na vás!",Občanská debata s generálem Pavlem v Liberci,"Zveme vás na veřejnou debatu s armádním generálem ve výslužbě Petrem Pavlem. 

Debata se uskuteční od 19:00 v Domě kultury Liberec, Soukenné nám. 613.

Besedu moderují herečka Jitka Čvančarová a scenárista Václav Marhoul.

Přijďte se i vy zeptat na cokoliv, co vás zajímá. Jste srdečně zváni.

www.generalpavel.cz",Občanská debata s generálem Pavlem v Liberci,2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=1866846990317422&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,50001,100000,15000,19999,4000,4499,2022-11-03,,0.033,0.153,0.135,0.116,0.056,0.08,,0.031,0.143,0.114,0.072,0.028,0.036,,0,0.001,0.002,0.001,0,0.001,,,,0.999,,,,,,,,,,
651315489699589,2022-10-26,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne.

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí.",www.instagram.com,"","",2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=651315489699589&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,instagram,1000001,,10000,14999,1500,1999,2022-10-29,0,0.078,0.101,0.055,0.058,0.029,0.029,0.001,0.241,0.213,0.083,0.05,0.019,0.024,0,0.01,0.004,0.002,0.001,0,0.001,0.111,0.052,0.02,0.032,0.092,0.055,0.041,0.05,0.235,0.056,0.117,0.055,0.039,0.044
1168494277111469,2022-10-26,"",www.generalpavel.cz,"",Přiznat chybu a odčinit ji,2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=1168494277111469&access_token={access_token},Petr Pavel,CZK,,102389958091735,Generál Pavel,"facebook, instagram",1000001,,45000,49999,5000,5999,2022-11-03,0.001,0.054,0.119,0.055,0.037,0.015,0.014,0.002,0.208,0.329,0.092,0.03,0.01,0.022,0,0.006,0.004,0.002,0.001,0,0.001,0.11,0.052,0.017,0.034,0.083,0.05,0.045,0.056,0.222,0.063,0.125,0.051,0.045,0.049
608263080982014,2022-10-26,"",www.generalpavel.cz,"",Přiznat chybu a odčinit ji,2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=608263080982014&access_token={access_token},Petr Pavel,CZK,,102389958091735,Generál Pavel,"facebook, instagram",1000001,,3000,3999,300,399,2022-11-02,0.001,0.035,0.074,0.04,0.058,0.054,0.07,0.004,0.186,0.265,0.069,0.044,0.032,0.053,0,0.005,0.005,0.001,0.001,0,0.002,0.108,0.054,0.017,0.031,0.082,0.051,0.047,0.056,0.241,0.064,0.117,0.048,0.041,0.04
1072730106649056,2022-10-26,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne.

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí.",www.generalpavel.cz,"",Přiznat chybu a odčinit ji,2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=1072730106649056&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,"facebook, instagram",1000001,,3000,3999,0,99,2022-10-30,,0.048,0.103,0.108,0.094,0.074,0.045,0,0.044,0.16,0.144,0.093,0.046,0.037,,0.001,0.001,0.001,0.001,0,0,0.105,0.049,0.035,0.047,0.109,0.063,0.054,0.057,0.093,0.062,0.111,0.117,0.048,0.048
485338676970284,2022-10-26,"",www.generalpavel.cz,"","",2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=485338676970284&access_token={access_token},Petr Pavel,CZK,,102389958091735,Generál Pavel,"facebook, instagram",1000001,,0,999,100,199,2022-10-27,,0.05,0.161,0.103,0.107,0.055,0.027,0.001,0.159,0.189,0.074,0.039,0.014,0.01,,0.006,0.002,,0.001,,,0.122,0.058,0.025,0.036,0.068,0.049,0.049,0.044,0.251,0.044,0.123,0.043,0.037,0.049
1164879871096958,2022-10-26,"",www.generalpavel.cz,"","",2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=1164879871096958&access_token={access_token},Petr Pavel,CZK,,102389958091735,Generál Pavel,"facebook, instagram",1000001,,0,999,0,99,2022-10-27,,0.062,0.118,0.072,0.105,0.031,0.019,,0.202,0.221,0.093,0.037,0.012,0.017,,0.004,0.002,,0.004,,,0.111,0.054,0.033,0.037,0.064,0.058,0.06,0.047,0.212,0.05,0.12,0.056,0.05,0.047
473415574853208,2022-10-26,"Je dobře, že se setkání odborníků konají i mimo velká centra. Rád jsem přijal pozvání na včerejší Náchodské mezioborové dny, zaměřené zejména na kardiologii a diabetologii. Spolupráce mezi jednotlivými obory a lidmi s různými pohledy na věc je důležitá nejen ve zdravotnictví.","","","",2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=473415574853208&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,10001,50000,10000,14999,300,399,2022-11-01,,0.013,0.024,0.022,0.042,0.111,0.191,,0.065,0.121,0.096,0.08,0.103,0.128,,0,0,0.001,0.001,0.001,0.001,0.085,0.051,0.034,0.048,0.115,0.058,0.065,0.056,0.121,0.051,0.111,0.112,0.04,0.052
1583737538747242,2022-10-26,"Je dobře, že se setkání odborníků konají i mimo velká centra. Rád jsem přijal pozvání na včerejší Náchodské mezioborové dny, zaměřené zejména na kardiologii a diabetologii. Spolupráce mezi jednotlivými obory a lidmi s různými pohledy na věc je důležitá nejen ve zdravotnictví.","","","",2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=1583737538747242&access_token={access_token},ZFP s.r.o,CZK,cs,236211929833146,Tomáš Zima,facebook,500001,1000000,20000,24999,400,499,2022-11-01,,0.013,0.021,0.037,0.074,0.122,0.105,,0.065,0.111,0.127,0.129,0.103,0.087,,0,0.001,0.001,0.001,0.001,0.001,0.095,0.058,0.037,0.05,0.125,0.06,0.054,0.053,0.08,0.064,0.103,0.12,0.048,0.051
3626436600916225,2022-10-25,"Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. Dříve, než jsem čekal. Chci ale vzkázat jednu věc: jsem připravený.","","","",2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=3626436600916225&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,facebook,1000001,,300000,349999,9000,9999,2022-11-03,,0.048,0.113,0.097,0.075,0.042,0.028,,0.074,0.202,0.167,0.093,0.032,0.024,,0,0.001,0.002,0.001,0,0,0.106,0.051,0.031,0.044,0.118,0.06,0.047,0.052,0.124,0.057,0.114,0.095,0.046,0.051
1538183399978549,2022-10-25,"PŘIZNAT CHYBU A ODČINIT JI
Už to začalo. Lži a pomluvy o mně vycházejí každý den, aby mě zastavily. V jedné věci se ale jejich autoři spletli. Můj život a historie nejsou imaginárním balónkem, který po pár článcích splaskne.

Udělal jsem chyby, ke kterým se stavím čelem. Ale za hodnoty, kterými se urputníci pouze ohánějí na sociálních sítích, jsem já nasazoval život. Demokratické a svobodné České republice jsem sloužil více než 30 let a přinesl jsem výsledky. Nebojím se jejich lží. Nebojte se jich ani vy. Pravda vítězí.",www.instagram.com,"","",2022-10-26,https://www.facebook.com/ads/archive/render_ad/?id=1538183399978549&access_token={access_token},Petr Pavel,CZK,cs,102389958091735,Generál Pavel,instagram,1000001,,100000,124999,4500,4999,2022-10-30,0.001,0.452,0.172,0.036,0.017,0.006,0.009,0,0.184,0.081,0.016,0.006,0.002,0.006,0,0.009,0.002,0.001,0,0,0,0.117,0.051,0.03,0.04,0.109,0.055,0.048,0.058,0.152,0.062,0.108,0.083,0.041,0.047
